DATE,TIME,Load_zone,Real_time_price,Day_ahead_price,BCK_UNIT2,JAY_UNIT1,JAY_UNIT2,TAV_UNIT1,TAV_UNIT2,ROW_UNIT1
20220108,700,LZ_HOUSTON,26.72,30.1,0,0,0,0,0,0
20220108,800,LZ_HOUSTON,24.88,33.83,0.028,0.022,0.021,0,0,0.018
20220108,900,LZ_HOUSTON,26.49,34.48,5.725,4.242,4.566,1.967,1.414,2.175
20220108,1000,LZ_HOUSTON,27.18,29.38,22.303,24.178,20.949,15.313,9.569,11.937
20220108,1100,LZ_HOUSTON,31.26,28.87,131.018,106.416,97.043,24.657,16.821,66.847
20220108,1200,LZ_HOUSTON,33.27,25.69,94.357,81.216,72.104,68.864,44.472,65.542
20220108,1300,LZ_HOUSTON,41.75,24.05,87.749,78.75,84.52,66.93,42.908,55.072
20220108,1400,LZ_HOUSTON,53.28,23.1,87.492,79.864,69.888,73.646,51.438,49.029
20220108,1500,LZ_HOUSTON,80.86,22.54,102.444,92.345,86.56,25.931,17.221,52.043
20220108,1600,LZ_HOUSTON,110.17,24.77,119.858,104.536,111.473,17.742,13.614,48.796
20220108,1700,LZ_HOUSTON,85.24,50.02,27.514,23.256,23.065,17.545,12.241,30.144
20220108,1800,LZ_HOUSTON,81.89,43.42,0,0,0,0,0,0
20220108,1900,LZ_HOUSTON,77.60,31.14,0,0,0,0,0,0
20220108,2000,LZ_HOUSTON,78.10,26.54,0,0,0,0,0,0
20220108,2100,LZ_HOUSTON,77.54,26.07,0,0,0,0,0,0
20220108,2200,LZ_HOUSTON,78.41,27.2,0,0,0,0,0,0
20220108,2300,LZ_HOUSTON,89.88,25.94,0,0,0,0,0,0
20220109,0,LZ_HOUSTON,115.89,27.79,0,0,0,0,0,0
20220109,100,LZ_HOUSTON,201.57,21.19,0,0,0,0,0,0
20220109,200,LZ_HOUSTON,911.02,19.68,0,0,0,0,0,0
20220109,300,LZ_HOUSTON,717.36,18.64,0,0,0,0,0,0
20220109,400,LZ_HOUSTON,896.13,19.4,0,0,0,0,0,0
20220109,500,LZ_HOUSTON,495.69,20.86,0,0,0,0,0,0
20220109,600,LZ_HOUSTON,185.30,23.18,0,0,0,0,0,0
20220109,700,LZ_HOUSTON,63.19,23.88,0,0,0,0,0,0
20220109,800,LZ_HOUSTON,49.68,25.34,0.003,0.002,0.002,0.001,0.001,0.002
20220109,900,LZ_HOUSTON,59.04,25.14,3.758,4.051,3.431,5.257,3.309,3.024
20220109,1000,LZ_HOUSTON,58.74,25.16,20.232,18.31,18.997,16.658,11.899,35.718
20220109,1100,LZ_HOUSTON,59.26,25.57,14.103,11.952,12.436,26.015,14.794,7.298
20220109,1200,LZ_HOUSTON,68.56,26.05,35.338,29.909,27.161,23.039,17.35,13.842
20220109,1300,LZ_HOUSTON,82.72,25.88,41.11,36.78,39.549,16.694,13.454,20.48
20220109,1400,LZ_HOUSTON,101.30,25.69,21.515,19.012,19.239,18.679,13.404,15.391
20220109,1500,LZ_HOUSTON,"2,524.63",26.52,11.787,10.157,9.227,15.653,11.912,12.613
20220109,1600,LZ_HOUSTON,"2,920.17",25.97,15.405,13.001,12.211,15.579,10.492,7.952
20220109,1700,LZ_HOUSTON,"2,312.42",43.16,1.027,0.984,1.002,56.066,37.776,2.923
20220109,1800,LZ_HOUSTON,265.67,44.48,0,0,0,0,0,0
20220109,1900,LZ_HOUSTON,116.61,39.43,0,0,0,0,0,0
20220109,2000,LZ_HOUSTON,131.09,39.2,0,0,0,0,0,0
20220109,2100,LZ_HOUSTON,75.80,35.94,0,0,0,0,0,0
20220109,2200,LZ_HOUSTON,76.36,29.06,0,0,0,0,0,0
20220109,2300,LZ_HOUSTON,55.51,27.29,0,0,0,0,0,0
20220110,0,LZ_HOUSTON,54.18,28.85,0,0,0,0,0,0
20220110,100,LZ_HOUSTON,54.92,25.16,0,0,0,0,0,0
20220110,200,LZ_HOUSTON,52.62,26.42,0,0,0,0,0,0
20220110,300,LZ_HOUSTON,45.19,27.63,0,0,0,0,0,0
20220110,400,LZ_HOUSTON,44.23,30.47,0,0,0,0,0,0
20220110,500,LZ_HOUSTON,36.04,37.85,0,0,0,0,0,0
20220110,600,LZ_HOUSTON,26.21,58.82,0,0,0,0,0,0
20220110,700,LZ_HOUSTON,22.30,62.52,0,0,0,0,0,0
20220110,800,LZ_HOUSTON,22,44.39,0.468,0.511,0.35,0.301,0.25,0.303
20220110,900,LZ_HOUSTON,21.55,32.44,68.659,65.173,51.246,46.671,32.794,33.753
20220110,1000,LZ_HOUSTON,20.61,29.17,136.347,131.726,119.18,97.297,64.144,71.572
20220110,1100,LZ_HOUSTON,11.11,27.43,147.86,146.865,132.34,106.747,68.453,80.021
20220110,1200,LZ_HOUSTON,3.07,25.95,151.151,135.293,124.571,98.573,69.329,86.148
20220110,1300,LZ_HOUSTON,11.82,24.6,138.722,102.432,116.753,84.892,56.299,61.158
20220110,1400,LZ_HOUSTON,13.69,23.87,117.049,92.46,102.084,85.011,53.094,59.742
20220110,1500,LZ_HOUSTON,17.50,23.94,112.383,113.333,99.146,77.807,53.801,68.625
20220110,1600,LZ_HOUSTON,16.60,27.19,93.56,81.684,76.67,50.798,36.069,64.839
20220110,1700,LZ_HOUSTON,11.18,76.27,74.782,67.596,62.256,66.623,44.519,50.498
20220110,1800,LZ_HOUSTON,14.66,72.46,0,0,0,0,0,0
20220110,1900,LZ_HOUSTON,2.80,45.82,0,0,0,0,0,0
20220110,2000,LZ_HOUSTON,-1.37,43.24,0,0,0,0,0,0
20220110,2100,LZ_HOUSTON,-1.15,32.38,0,0,0,0,0,0
20220110,2200,LZ_HOUSTON,0.60,36.73,0,0,0,0,0,0
20220110,2300,LZ_HOUSTON,1.52,31.67,0,0,0,0,0,0
20220111,0,LZ_HOUSTON,21.56,32.5,0,0,0,0,0,0
20220111,100,LZ_HOUSTON,24.15,28.68,0,0,0,0,0,0
20220111,200,LZ_HOUSTON,24.69,26.71,0,0,0,0,0,0
20220111,300,LZ_HOUSTON,26.37,26.47,0,0,0,0,0,0
20220111,400,LZ_HOUSTON,26.02,29.74,0,0,0,0,0,0
20220111,500,LZ_HOUSTON,32.34,38,0,0,0,0,0,0
20220111,600,LZ_HOUSTON,28.82,61.72,0,0,0,0,0,0
20220111,700,LZ_HOUSTON,22.62,66.2,0,0,0,0,0,0
20220111,800,LZ_HOUSTON,14.78,46.62,0.118,0.095,0.111,0.074,0.034,0.063
20220111,900,LZ_HOUSTON,21.45,42.91,20.91,18.263,18.554,15.672,9.924,11.189
20220111,1000,LZ_HOUSTON,21.68,32.8,64.002,57.48,57.536,41.004,27.157,32.555
20220111,1100,LZ_HOUSTON,25.59,29.07,77.106,70.553,69.561,50.618,31.41,40.026
20220111,1200,LZ_HOUSTON,31.55,26.18,76.782,67.348,65.097,53.571,35.367,37.796
20220111,1300,LZ_HOUSTON,39.24,25.28,73.159,65.77,62.712,57.357,34.902,38.49
20220111,1400,LZ_HOUSTON,43.33,24.41,84.89,62.461,67.004,52.467,33.34,36.752
20220111,1500,LZ_HOUSTON,346.10,24.53,87.186,77.887,72.509,77.816,52.073,40.032
20220111,1600,LZ_HOUSTON,71.46,27.07,68.815,54.975,54.74,38.779,23.924,31.074
20220111,1700,LZ_HOUSTON,64.53,67.15,33.578,32.044,30.605,28.58,17.806,20.447
20220111,1800,LZ_HOUSTON,60.23,51.49,0,0,0,0,0,0
20220111,1900,LZ_HOUSTON,50.12,31.6,0,0,0,0,0,0
20220111,2000,LZ_HOUSTON,44.42,32.7,0,0,0,0,0,0
20220111,2100,LZ_HOUSTON,42.75,30.3,0,0,0,0,0,0
20220111,2200,LZ_HOUSTON,51.07,29.96,0,0,0,0,0,0
20220111,2300,LZ_HOUSTON,50.99,28.03,0,0,0,0,0,0
20220112,0,LZ_HOUSTON,55.80,23.41,0,0,0,0,0,0
20220112,100,LZ_HOUSTON,57.46,23.68,0,0,0,0,0,0
20220112,200,LZ_HOUSTON,58.90,24.61,0,0,0,0,0,0
20220112,300,LZ_HOUSTON,49.55,25.12,0,0,0,0,0,0
20220112,400,LZ_HOUSTON,49.84,29.43,0,0,0,0,0,0
20220112,500,LZ_HOUSTON,52.11,36.95,0,0,0,0,0,0
20220112,600,LZ_HOUSTON,52.13,58.38,0,0,0,0,0,0
20220112,700,LZ_HOUSTON,36.79,59.93,0,0,0,0,0,0
20220112,800,LZ_HOUSTON,32.63,44.52,0,0,0,0,0,0
20220112,900,LZ_HOUSTON,33.84,30.4,3.31,3.502,2.848,14.972,8.786,1.592
20220112,1000,LZ_HOUSTON,34.18,30.34,44.738,42.184,40.653,49.857,29.975,29.014
20220112,1100,LZ_HOUSTON,36.90,27.33,79.496,74.8,68.808,55.238,39.689,52.243
20220112,1200,LZ_HOUSTON,36.87,25.41,84.919,73.886,79.442,59.947,47.156,55.896
20220112,1300,LZ_HOUSTON,37.15,25.11,92.293,88.276,76.21,73.594,43.735,50.732
20220112,1400,LZ_HOUSTON,37.56,24.8,111.278,105.721,100.794,87.005,62.468,67.148
20220112,1500,LZ_HOUSTON,43.01,24.39,139.394,118.366,114.14,95.815,61.439,73.623
20220112,1600,LZ_HOUSTON,35.44,26.89,134.145,118.444,116.386,107.107,63.815,69.154
20220112,1700,LZ_HOUSTON,29.33,66.74,82.282,73.423,70.43,59.995,39.192,41.119
20220112,1800,LZ_HOUSTON,24.94,64.21,0,0,0,0,0,0
20220112,1900,LZ_HOUSTON,23.76,46.61,0,0,0,0,0,0
20220112,2000,LZ_HOUSTON,24.81,45.6,0,0,0,0,0,0
20220112,2100,LZ_HOUSTON,26.95,38.17,0,0,0,0,0,0
20220112,2200,LZ_HOUSTON,30.70,33.32,0,0,0,0,0,0
20220112,2300,LZ_HOUSTON,32.94,32.83,0,0,0,0,0,0
20220113,0,LZ_HOUSTON,33.04,30.92,0,0,0,0,0,0
20220113,100,LZ_HOUSTON,35.59,28.08,0,0,0,0,0,0
20220113,200,LZ_HOUSTON,45.65,27.71,0,0,0,0,0,0
20220113,300,LZ_HOUSTON,44.75,27.28,0,0,0,0,0,0
20220113,400,LZ_HOUSTON,45.19,28.03,0,0,0,0,0,0
20220113,500,LZ_HOUSTON,56.26,38.7,0,0,0,0,0,0
20220113,600,LZ_HOUSTON,58.22,55.05,0,0,0,0,0,0
20220113,700,LZ_HOUSTON,34.26,58.3,0,0,0,0,0,0
20220113,800,LZ_HOUSTON,34.75,44.02,0.561,0.495,0.401,0.384,0.216,0.27
20220113,900,LZ_HOUSTON,33.95,34.27,67.117,58.616,63.774,55.443,31.445,39.762
20220113,1000,LZ_HOUSTON,39.49,28.8,141.57,130.12,117.396,107.42,71.535,72.148
20220113,1100,LZ_HOUSTON,40.98,27.94,159.808,155.468,136.446,100.139,73.173,87.894
20220113,1200,LZ_HOUSTON,40.66,27.73,154.555,148.024,132.94,105.871,73.297,83.039
20220113,1300,LZ_HOUSTON,32.50,26.85,158.393,131.738,123.74,112.846,69.903,86.93
20220113,1400,LZ_HOUSTON,30.83,25.78,159.599,135.056,129.082,99.734,73.606,74.848
20220113,1500,LZ_HOUSTON,38.64,25.74,146.538,138.005,122.951,112.527,72.902,74.349
20220113,1600,LZ_HOUSTON,35.76,27.32,145.112,125.632,124.486,104.383,66.977,74.874
20220113,1700,LZ_HOUSTON,27.69,61.78,86.4,73.477,70.773,59.573,41.304,41.673
20220113,1800,LZ_HOUSTON,24.14,61.7,0,0,0,0,0,0
20220113,1900,LZ_HOUSTON,23.86,43.78,0,0,0,0,0,0
20220113,2000,LZ_HOUSTON,12.20,38.89,0,0,0,0,0,0
20220113,2100,LZ_HOUSTON,9.13,31.86,0,0,0,0,0,0
20220113,2200,LZ_HOUSTON,7.06,32.77,0,0,0,0,0,0
20220113,2300,LZ_HOUSTON,15.18,29.81,0,0,0,0,0,0
20220114,0,LZ_HOUSTON,16.86,31.17,0,0,0,0,0,0
20220114,100,LZ_HOUSTON,21.31,28.61,0,0,0,0,0,0
20220114,200,LZ_HOUSTON,26.66,25.9,0,0,0,0,0,0
20220114,300,LZ_HOUSTON,27.19,24.3,0,0,0,0,0,0
20220114,400,LZ_HOUSTON,27.38,26.73,0,0,0,0,0,0
20220114,500,LZ_HOUSTON,27.92,32.82,0,0,0,0,0,0
20220114,600,LZ_HOUSTON,26.18,48.59,0,0,0,0,0,0
20220114,700,LZ_HOUSTON,15.48,38.66,0,0,0,0,0,0
20220114,800,LZ_HOUSTON,3.97,33.8,0.608,0.396,0.455,0.411,0.337,0.226
20220114,900,LZ_HOUSTON,11.26,34.84,76.715,56.984,69.611,47.513,34.932,36.035
20220114,1000,LZ_HOUSTON,17.36,30.47,150.121,136.05,135.263,110.176,72.046,76.911
20220114,1100,LZ_HOUSTON,17.67,30.05,158.026,151.38,147.261,114.363,74.01,83.226
